"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm14000001","中华人民共和国财政部","http://www.mof.gov.cn","中华人民共和国财政部办公厅","正常"
"2","bm14000002","中国政府采购网","www.ccgp.gov.cn","财政部国库司","正常"
"3","bm58000001","全国社会保障基金理事会","http://www.ssf.gov.cn/","全国社会保障基金理事会","正常"
