"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm23000001","文化和旅游部政府门户网站","http://www.mct.gov.cn","中华人民共和国文化和旅游部办公厅","正常"
"2","bm23000004","中国文化网","http://www.chinaculture.org/","中华人民共和国文化和旅游部国际交流与合作局（港澳台办公室）","正常"
