"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm06000001","中华人民共和国科学技术部","https://www.most.gov.cn/","科技部办公厅","正常"
"2","bm06000003","中国国际科技合作网","http://www.cistc.gov.cn","科技部国际合作司","正常"
"3","bm06000005","国家科学技术奖励工作办公室","https://www.nosta.gov.cn","国家科学技术奖励工作办公室","正常"
