"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm25000001","中国人民银行","http://www.pbc.gov.cn/","中国人民银行","正常"
"2","bm25000033","全国金融标准化技术委员会网站","http://www.cfstc.org/publish/main/index.html","中国人民银行科技司","正常"
