id,schoolName,location,tags,urls,cert
1,北京工业大学,北京朝阳区,普通本科;理工类;公办;211工程;双一流,http://admissions.bjut.edu.cn/;http://www.bjut.edu.cn/,NULL
2,北京大学,北京海淀区,普通本科;综合类;公办;211工程;985工程;双一流,http://www.gotopku.cn;https://www.pku.edu.cn//,NULL
3,内蒙古大学,内蒙古呼和浩特市,普通本科;综合类;公办;211工程;双一流;18所参照,http://zhaosheng.imu.edu.cn/;http://www.imu.edu.cn/,NULL
4,大连海事大学,辽宁大连市,普通本科;理工类;公办;211工程;双一流,http://bkzs.dlmu.edu.cn;https://www.dlmu.edu.cn/,NULL
5,哈尔滨工业大学,黑龙江哈尔滨市,普通本科;理工类;公办;211工程;985工程;双一流,https://zsb.hit.edu.cn/;http://www.hit.edu.cn,NULL
6,云南大学,云南昆明市,普通本科;综合类;公办;211工程;双一流,http://zsb.ynu.edu.cn/;http://www.ynu.edu.cn/,NULL
7,长安大学,陕西西安市,普通本科;理工类;公办;211工程;双一流,http://zsb.chd.edu.cn;http://www.chd.edu.cn/,NULL
8,西北大学,陕西西安市,普通本科;综合类;公办;211工程;双一流,http://zsb.nwu.edu.cn/;http://www.nwu.edu.cn/,NULL
9,北京交通大学,北京海淀区,普通本科;理工类;公办;211工程;双一流,https://zsw.bjtu.edu.cn;https://www.bjtu.edu.cn/,NULL
10,北京外国语大学,北京海淀区,普通本科;语言类;公办;211工程;双一流,http://joinus.bfsu.edu.cn;http://www.bfsu.edu.cn/,NULL
11,中央音乐学院,北京西城区,普通本科;艺术类;公办;211工程;双一流;30所独立,http://zhaoban.ccom.edu.cn/login;JSESSIONID=54901193046a4433b0ff48dffa685a63;http://www.ccom.edu.cn/,NULL
12,河北工业大学,天津北辰区,普通本科;理工类;公办;211工程;双一流,https://zs.hebut.edu.cn/;http://www.hebut.edu.cn/,NULL
13,武汉大学,湖北武汉市,普通本科;综合类;公办;211工程;985工程;双一流,http://aoff.whu.edu.cn/;http://www.whu.edu.cn/,NULL
14,北京林业大学,北京海淀区,普通本科;农林类;公办;211工程;双一流,http://zsb.bjfu.edu.cn/;http://www.bjfu.edu.cn/,NULL
15,湖南大学,湖南长沙市,普通本科;综合类;公办;211工程;985工程;双一流,http://admi.hnu.edu.cn;http://www.hnu.edu.cn/,NULL
16,中央民族大学,北京海淀区,普通本科;民族类;公办;211工程;985工程;双一流;18所参照,http://zb.muc.edu.cn;https://www.muc.edu.cn/,NULL
17,中国人民大学,北京海淀区,普通本科;综合类;公办;211工程;985工程;双一流,http://rdzs.ruc.edu.cn/cms/;https://www.ruc.edu.cn,NULL
18,北京航空航天大学,北京海淀区,普通本科;理工类;公办;211工程;985工程;双一流,http://zsjyc.buaa.edu.cn;https://www.buaa.edu.cn/,NULL
19,北京邮电大学,北京海淀区,普通本科;理工类;公办;211工程;双一流,https://zsb.bupt.edu.cn/#1307;http://www.bupt.edu.cn,NULL
20,北京中医药大学,北京朝阳区,普通本科;医药类;公办;211工程;双一流,http://bkzs.bucm.edu.cn;http://www.bucm.edu.cn/,NULL
21,辽宁大学,辽宁沈阳市,普通本科;综合类;公办;211工程;双一流,http://zs.lnu.edu.cn/;http://www.lnu.edu.cn,NULL
22,西南交通大学,四川成都市,普通本科;理工类;公办;211工程;双一流,https://zhaosheng.swjtu.edu.cn/;http://www.swjtu.edu.cn/,NULL
23,北京师范大学,北京海淀区,普通本科;师范类;公办;211工程;985工程;双一流,https://admission.bnu.edu.cn/;http://www.bnu.edu.cn,NULL
24,对外经济贸易大学,北京朝阳区,普通本科;财经类;公办;211工程;双一流,http://zhaosheng.uibe.edu.cn;http://www.uibe.edu.cn/,NULL
25,河北大学,河北保定市,普通本科;综合类;公办,https://zhaoban.hbu.edu.cn/index;http://www.hbu.edu.cn/,NULL
26,河北科技大学,河北石家庄市,普通本科;理工类;公办,https://bkzs.hebust.edu.cn/;https://www.hebust.edu.cn/,NULL
27,河北经贸大学,河北石家庄市,普通本科;财经类;公办,https://zhaosheng.hueb.edu.cn/index.jsp;https://www.hueb.edu.cn/,NULL
28,西安电子科技大学,陕西西安市,普通本科;理工类;公办;211工程;双一流,http://zsb.xidian.edu.cn;https://www.xidian.edu.cn/,NULL
29,湖南师范大学,湖南长沙市,普通本科;师范类;公办;211工程;双一流,http://zsb.hunnu.edu.cn;http://www.hunnu.edu.cn/,NULL
30,南开大学,天津南开区,普通本科;综合类;公办;211工程;985工程;双一流,http://zsb.nankai.edu.cn;https://www.nankai.edu.cn/,NULL
31,天津大学,天津南开区,普通本科;综合类;公办;211工程;985工程;双一流,http://zs.tju.edu.cn/;http://www.tju.edu.cn/,NULL
32,中国海洋大学,山东青岛市,普通本科;综合类;公办;211工程;985工程;双一流,http://bkzs.ouc.edu.cn;http://www.ouc.edu.cn/,NULL
33,郑州大学,河南郑州市,普通本科;综合类;公办;211工程;双一流,http://ao.zzu.edu.cn;http://www.zzu.edu.cn/,NULL
34,合肥工业大学,安徽合肥市,普通本科;理工类;公办;211工程;双一流,http://bkzs.hfut.edu.cn;http://www.hfut.edu.cn/,NULL
35,滨州医学院,山东烟台市,普通本科;医药类;公办,http://zb.bzmc.edu.cn/;http://www.bzmc.edu.cn/,NULL
36,德州学院,山东德州市,普通本科;综合类;公办,http://zsw.dzu.edu.cn/index.htm;http://www.dzu.edu.cn/,NULL
37,中国科学技术大学,安徽合肥市,普通本科;综合类;公办;211工程;985工程;双一流,http://zsb.ustc.edu.cn;https://www.ustc.edu.cn/,NULL
38,安徽大学,安徽合肥市,普通本科;综合类;公办;211工程;双一流,http://zsb.ahu.edu.cn;http://www.ahu.edu.cn/,NULL
39,安徽理工大学,安徽淮南市,普通本科;理工类;公办,http://zs.aust.edu.cn;http://www.aust.edu.cn/,NULL
40,安徽工业大学,安徽马鞍山市,普通本科;理工类;公办,http://zs.ahut.edu.cn;http://www.ahut.edu.cn/,NULL
41,安徽农业大学,安徽合肥市,普通本科;农林类;公办,http://zsb.ahau.edu.cn/;http://www.ahau.edu.cn,NULL
42,济南大学,山东济南市,普通本科;综合类;公办,http://admission.ujn.edu.cn/;https://www.ujn.edu.cn/,NULL
43,安徽医科大学,安徽合肥市,普通本科;医药类;公办,http://zs.ahmu.edu.cn/;http://www.ahmu.edu.cn/,NULL
44,同济大学,上海杨浦区,普通本科;综合类;公办;211工程;985工程;双一流,https://bkzs.tongji.edu.cn/;http://www.tongji.edu.cn,NULL
45,新疆大学,新疆乌鲁木齐市,普通本科;综合类;公办;211工程;双一流,http://welcome.xju.edu.cn/web;http://www.xju.edu.cn,NULL
46,上海交通大学医学院,上海黄浦区,普通本科;医药类;公办;211工程;985工程;双一流,https://www.shsmu.edu.cn/ygzs/;https://www.shsmu.edu.cn/,NULL
47,上海大学,上海宝山区,普通本科;综合类;公办;211工程;双一流;18所参照,https://bkzsw.shu.edu.cn/;https://www.shu.edu.cn/,NULL
48,南京航空航天大学,江苏南京市,普通本科;理工类;公办;211工程;双一流,http://zs.nuaa.edu.cn;http://www.nuaa.edu.cn/,NULL
49,天津医科大学,天津和平区,普通本科;医药类;公办;211工程;双一流,http://www.tmu.edu.cn/bkzs/;http://www.tmu.edu.cn/,NULL
50,天津师范大学,天津西青区,普通本科;师范类;公办,http://zsb.tjnu.edu.cn/;http://www.tjnu.edu.cn/,NULL
51,天津工业大学,天津西青区,普通本科;综合类;公办;双一流;18所参照,https://zsb.tiangong.edu.cn/;https://www.tiangong.edu.cn/,NULL
52,天津理工大学,天津西青区,普通本科;理工类;公办,http://zsb.tjut.edu.cn/;http://www.tjut.edu.cn/,NULL
53,天津科技大学,天津河西区,普通本科;理工类;公办,http://zsb.tust.edu.cn/;http://www.tust.edu.cn,NULL
54,天津财经大学,天津河西区,普通本科;财经类;公办,http://zhaosheng.tjufe.edu.cn/;http://www.tjufe.edu.cn,NULL
55,天津商业大学,天津北辰区,普通本科;财经类;公办,http://zs.tjcu.edu.cn;https://www.tjcu.edu.cn/,NULL
56,江南大学,江苏无锡市,普通本科;综合类;公办;211工程;双一流;18所参照,https://admission.jiangnan.edu.cn/;https://www.jiangnan.edu.cn/,NULL
57,天津外国语大学,天津河西区,普通本科;语言类;公办,http://zsb.tjfsu.edu.cn/;http://www.tjfsu.edu.cn/,NULL
58,中国民航大学,天津东丽区,普通本科;理工类;公办,https://www.cauc.edu.cn/zsb/;http://www.cauc.edu.cn,NULL
59,天津中医药大学,天津静海区,普通本科;医药类;公办;双一流,http://zsjy.tjutcm.edu.cn;http://www.tjutcm.edu.cn/,NULL
60,天津职业技术师范大学,天津河西区,普通本科;师范类;公办,https://zb.tute.edu.cn/;http://www.tute.edu.cn,NULL
61,天津城建大学,天津西青区,普通本科;综合类;公办,http://recruit.tcu.edu.cn/;http://www.tcu.edu.cn,NULL
62,天津体育学院,天津河西区,普通本科;体育类;公办,http://zb.tjus.edu.cn/;http://www.tjus.edu.cn,NULL
63,天津农学院,天津西青区,普通本科;农林类;公办,http://zjb.tjau.edu.cn/zsw.htm;http://www.tjau.edu.cn/,NULL
64,天津音乐学院,天津河东区,普通本科;艺术类;公办;30所独立,http://www.tjcm.edu.cn/zsxx/bkzs.htm;http://www.tjcm.edu.cn/,NULL
65,天津美术学院,天津河北区,普通本科;艺术类;公办;八大美院;30所独立,http://zsbgs.tjarts.edu.cn/index/bkzs.htm;http://www.tjarts.edu.cn,NULL
66,广西大学,广西南宁市,普通本科;综合类;公办;211工程;双一流,http://zs.gxu.edu.cn;http://www.gxu.edu.cn/,NULL
67,兰州大学,甘肃兰州市,普通本科;综合类;公办;211工程;985工程;双一流,http://zsb.lzu.edu.cn;http://www.lzu.edu.cn/,NULL
68,华南师范大学,广东广州市,普通本科;师范类;公办;211工程;双一流,http://zsb.scnu.edu.cn;https://www.scnu.edu.cn/,NULL
69,四川大学,四川成都市,普通本科;综合类;公办;211工程;985工程;双一流,http://zs.scu.edu.cn;http://www.scu.edu.cn/,NULL
70,四川农业大学,四川雅安市,普通本科;农林类;公办;211工程;双一流,http://zs.sicau.edu.cn/;http://www.sicau.edu.cn,NULL
71,西南财经大学,四川成都市,普通本科;财经类;公办;211工程;双一流,https://zb.swufe.edu.cn/;https://www.swufe.edu.cn/,NULL
72,厦门大学,福建厦门市,普通本科;综合类;公办;211工程;985工程;双一流,https://zsb.xmu.edu.cn/;https://www.xmu.edu.cn/,NULL
73,福州大学,福建福州市,普通本科;理工类;公办;211工程;双一流,http://zsks.fzu.edu.cn/;https://www.fzu.edu.cn/,NULL
74,中山大学,广东广州市,普通本科;综合类;公办;211工程;985工程;双一流,http://admission.sysu.edu.cn;https://www.sysu.edu.cn/,NULL
75,华南理工大学,广东广州市,普通本科;综合类;公办;211工程;985工程;双一流,http://admission.scut.edu.cn/;http://www.scut.edu.cn/,NULL
76,暨南大学,广东广州市,普通本科;综合类;公办;211工程;双一流,https://zsb.jnu.edu.cn;http://www.jnu.edu.cn/,NULL
77,西北工业大学,陕西西安市,普通本科;理工类;公办;211工程;985工程;双一流,http://zsb.nwpu.edu.cn;https://www.nwpu.edu.cn/,NULL
78,南昌大学,江西南昌市,普通本科;综合类;公办;211工程;双一流,http://zjc.ncu.edu.cn/zs/;http://www.ncu.edu.cn/,NULL
79,东南大学,江苏南京市,普通本科;综合类;公办;211工程;985工程;双一流,https://zsb.seu.edu.cn/;http://www.seu.edu.cn/,NULL
80,中国矿业大学,江苏徐州市,普通本科;综合类;公办;211工程;双一流,http://zs.cumt.edu.cn;http://www.cumt.edu.cn/,NULL
81,南京大学,江苏南京市,普通本科;综合类;公办;211工程;985工程;双一流,http://bkzs.nju.edu.cn;https://www.nju.edu.cn/,NULL
82,南京理工大学,江苏南京市,普通本科;理工类;公办;211工程;双一流,http://zsb.njust.edu.cn/;http://www.njust.edu.cn/,NULL
83,南京农业大学,江苏南京市,普通本科;农林类;公办;211工程;双一流,http://zsxx.njau.edu.cn;http://www.njau.edu.cn/,NULL
84,浙江大学,浙江杭州市,普通本科;综合类;公办;211工程;985工程;双一流,https://zdzsc.zju.edu.cn;https://www.zju.edu.cn/,NULL
85,南京师范大学,江苏南京市,普通本科;师范类;公办;211工程;双一流,http://bkzs.njnu.edu.cn;http://www.njnu.edu.cn/,NULL
86,河海大学,江苏南京市,普通本科;综合类;公办;211工程;双一流,https://zsw.hhu.edu.cn/;http://www.hhu.edu.cn/,NULL
87,中国药科大学,江苏南京市,普通本科;医药类;公办;211工程;双一流,http://zb.cpu.edu.cn;http://www.cpu.edu.cn/,NULL
88,苏州大学,江苏苏州市,普通本科;综合类;公办;211工程;双一流;18所参照,http://zsb.suda.edu.cn;http://www.suda.edu.cn/,NULL
89,重庆大学,重庆沙坪坝区,普通本科;综合类;公办;211工程;985工程;双一流,http://zhaosheng.cqu.edu.cn;http://www.cqu.edu.cn/,NULL
90,中国石油大学（华东）,山东青岛市,普通本科;理工类;公办;211工程;双一流,http://zhaosheng.upc.edu.cn/;http://www.upc.edu.cn/,NULL
91,中国地质大学（武汉）,湖北武汉市,普通本科;理工类;公办;211工程;双一流,http://zhaosheng.cug.edu.cn/;http://www.cug.edu.cn/,NULL
92,吉林大学,吉林长春市,普通本科;综合类;公办;211工程;985工程;双一流,http://zsb.jlu.edu.cn;https://www.jlu.edu.cn/,NULL
93,中南大学,湖南长沙市,普通本科;综合类;公办;211工程;985工程;双一流,http://zhaosheng.csu.edu.cn/;http://www.csu.edu.cn/,NULL
94,哈尔滨工程大学,黑龙江哈尔滨市,普通本科;理工类;公办;211工程;双一流,https://zsb.hrbeu.edu.cn/;http://www.hrbeu.edu.cn/,NULL
95,上海交通大学,上海闵行区,普通本科;综合类;公办;211工程;985工程;双一流,http://admissions.sjtu.edu.cn;https://www.sjtu.edu.cn/,NULL
96,山东大学,山东济南市,普通本科;综合类;公办;211工程;985工程;双一流,http://www.bkzs.sdu.edu.cn/;https://www.sdu.edu.cn/,NULL
97,华中科技大学,湖北武汉市,普通本科;综合类;公办;211工程;985工程;双一流,http://zsb.hust.edu.cn/;http://www.hust.edu.cn/,NULL
98,武汉理工大学,湖北武汉市,普通本科;理工类;公办;211工程;双一流,http://zs.whut.edu.cn;http://www.whut.edu.cn/,NULL
99,延边大学,吉林延边朝鲜族自治州,普通本科;综合类;公办;211工程;双一流,http://zsb.ybu.edu.cn/;https://www.ybu.edu.cn/,NULL
100,上海财经大学,上海杨浦区,普通本科;财经类;公办;211工程;双一流,https://zs.sufe.edu.cn/;https://www.sufe.edu.cn/,NULL
101,华东师范大学,上海闵行区,普通本科;师范类;公办;211工程;985工程;双一流,https://zsb.ecnu.edu.cn/;https://www.ecnu.edu.cn/,NULL
102,复旦大学,上海杨浦区,普通本科;综合类;公办;211工程;985工程;双一流,https://ao.fudan.edu.cn/;https://www.fudan.edu.cn,NULL
103,华东理工大学,上海徐汇区,普通本科;理工类;公办;211工程;双一流,https://zsb.ecust.edu.cn/;http://www.ecust.edu.cn/,NULL
104,东北大学,辽宁沈阳市,普通本科;理工类;公办;211工程;985工程;双一流,http://zs.neu.edu.cn/;http://www.neu.edu.cn/,NULL
105,东华大学,上海松江区,普通本科;综合类;公办;211工程;双一流;18所参照,http://zs.dhu.edu.cn;http://www.dhu.edu.cn/,NULL
106,上海外国语大学,上海虹口区,普通本科;语言类;公办;211工程;双一流,http://admissions.shisu.edu.cn;http://www.shisu.edu.cn/,NULL
107,东北农业大学,黑龙江哈尔滨市,普通本科;农林类;公办;211工程;双一流,http://zsb.neau.edu.cn/;http://www.neau.edu.cn,NULL
108,大连理工大学,辽宁大连市,普通本科;理工类;公办;211工程;985工程;双一流,http://zs.dlut.edu.cn/;http://www.dlut.edu.cn/,NULL
109,太原理工大学,山西太原市,普通本科;理工类;公办;211工程;双一流,http://zs.tyut.edu.cn/;https://www.tyut.edu.cn/,NULL
110,清华大学,北京海淀区,普通本科;综合类;公办;211工程;985工程;双一流;18所参照,http://www.join-tsinghua.edu.cn;https://www.tsinghua.edu.cn,NULL
111,东北师范大学,吉林长春市,普通本科;师范类;公办;211工程;双一流,http://zsb.nenu.edu.cn;http://www.nenu.edu.cn/,NULL
112,北京理工大学,北京海淀区,普通本科;理工类;公办;211工程;985工程;双一流,http://admission.bit.edu.cn;http://www.bit.edu.cn/,NULL
113,北京科技大学,北京海淀区,普通本科;理工类;公办;211工程;双一流,http://zhaosheng.ustb.edu.cn;https://www.ustb.edu.cn/,NULL
114,南京工程学院,江苏南京市,普通本科;理工类;公办,http://zsb.njit.edu.cn;http://www.njit.edu.cn/,NULL
115,南京晓庄学院,江苏南京市,普通本科;师范类;公办,http://zhaosheng.njxzc.edu.cn/;http://www.njxzc.edu.cn/,NULL
116,常州工学院,江苏常州市,普通本科;理工类;公办,http://zsw.czu.cn;http://www.czu.cn/,NULL
117,南京艺术学院,江苏南京市,普通本科;艺术类;公办;30所独立,http://zhaosheng.nua.edu.cn/;https://www.nua.edu.cn/,NULL
118,江苏理工学院,江苏常州市,普通本科;理工类;公办,http://zs.jsut.edu.cn;http://www.jstu.edu.cn/,NULL
119,南京审计大学,江苏南京市,普通本科;财经类;公办,http://zs.nau.edu.cn;http://www.nau.edu.cn/,NULL
120,淮阴工学院,江苏淮安市,普通本科;理工类;公办,http://zjc.hyit.edu.cn;http://www.hyit.edu.cn/,NULL
121,盐城师范学院,江苏盐城市,普通本科;师范类;公办,https://zs.yctu.edu.cn/;https://www.yctu.edu.cn/,NULL
122,盐城工学院,江苏盐城市,普通本科;理工类;公办,https://zjb.ycit.edu.cn/;https://www.ycit.cn/,NULL
123,常州大学,江苏常州市,普通本科;理工类;公办,http://cdzs.cczu.edu.cn/;http://www.cczu.edu.cn,NULL
124,华东交通大学,江西南昌市,普通本科;理工类;公办,http://zjc.ecjtu.edu.cn/recruit/index;https://www.ecjtu.edu.cn/,NULL
125,徐州医科大学,江苏徐州市,普通本科;医药类;公办,http://zsb.xzhmu.edu.cn;http://www.xzhmu.edu.cn/,NULL
126,杭州电子科技大学,浙江杭州市,普通本科;理工类;公办,http://zhaosheng.hdu.edu.cn/;http://www.hdu.edu.cn/,NULL
127,南京邮电大学,江苏南京市,普通本科;理工类;公办;双一流,http://zs.njupt.edu.cn/;http://www.njupt.edu.cn,NULL
128,江苏科技大学,江苏镇江市,普通本科;理工类;公办,http://zs.just.edu.cn/;http://www.just.edu.cn/,NULL
129,南京中医药大学,江苏南京市,普通本科;医药类;公办;双一流,http://zs.njucm.edu.cn;http://www.njucm.edu.cn/,NULL
130,苏州科技大学,江苏苏州市,普通本科;综合类;公办,http://zsb.usts.edu.cn;http://www.usts.edu.cn/,NULL
131,南京财经大学,江苏南京市,普通本科;财经类;公办,http://bkzs.nufe.edu.cn/;http://www.nufe.edu.cn/,NULL
132,江西理工大学,江西赣州市,普通本科;理工类;公办,https://zs.jxust.edu.cn/;https://www.jxust.edu.cn/,NULL
133,南京信息工程大学,江苏南京市,普通本科;理工类;公办;双一流,http://zs.nuist.edu.cn;https://www.nuist.edu.cn/,NULL
134,江苏师范大学,江苏徐州市,普通本科;师范类;公办,http://bkzs.jsnu.edu.cn;http://www.jsnu.edu.cn/,NULL
135,南京医科大学,江苏南京市,普通本科;医药类;公办;双一流,http://zs.njmu.edu.cn;http://www.njmu.edu.cn/,NULL
136,南京林业大学,江苏南京市,普通本科;农林类;公办;双一流,http://zsb.njfu.edu.cn/;http://www.njfu.edu.cn/,NULL
137,江苏大学,江苏镇江市,普通本科;综合类;公办,http://zb.ujs.edu.cn;http://www.ujs.edu.cn/,NULL
138,南京工业大学,江苏南京市,普通本科;理工类;公办,http://zhaosheng.njtech.edu.cn;http://www.njtech.edu.cn/,NULL
139,江西农业大学,江西南昌市,普通本科;农林类;公办,http://zs.jxau.edu.cn/;http://www.jxau.edu.cn/,NULL
140,扬州大学,江苏扬州市,普通本科;综合类;公办,http://zhaoban.yzu.edu.cn/;http://www.yzu.edu.cn/,NULL
141,江西师范大学,江西南昌市,普通本科;师范类;公办,http://zs.jxnu.edu.cn;http://www.jxnu.edu.cn/,NULL
142,江西财经大学,江西南昌市,普通本科;财经类;公办,http://zsjy.jxufe.edu.cn/web/index.html;http://www.jxufe.edu.cn/,NULL
143,东华理工大学,江西南昌市,普通本科;理工类;公办,https://zsb.ecut.edu.cn/;https://www.ecut.edu.cn/,NULL
144,南昌航空大学,江西南昌市,普通本科;理工类;公办,http://zsw.nchu.edu.cn/;https://www.nchu.edu.cn/,NULL
145,重庆医科大学,重庆渝中区,普通本科;医药类;公办,https://bzkzs.cqmu.edu.cn/;http://www.cqmu.edu.cn/,NULL
146,重庆师范大学,重庆沙坪坝区,普通本科;师范类;公办,https://zsb.cqnu.edu.cn/;http://www.cqnu.edu.cn,NULL
147,西南政法大学,重庆渝北区,普通本科;政法类;公办,http://zs.swupl.edu.cn/;http://www.swupl.edu.cn/,NULL
148,南京体育学院,江苏南京市,普通本科;体育类;公办,http://zs.nipes.cn;http://www.nipes.cn/,NULL
149,景德镇陶瓷大学,江西景德镇市,普通本科;艺术类;公办;30所独立,http://zs.jci.edu.cn/;http://www.jci.edu.cn/,NULL
150,重庆邮电大学,重庆南岸区,普通本科;理工类;公办,http://zs.cqupt.edu.cn/;http://www.cqupt.edu.cn/,NULL
151,江西中医药大学,江西南昌市,普通本科;医药类;公办,http://zsxxw.jxutcm.edu.cn/sy.htm;https://www.jxutcm.edu.cn/,NULL
152,上饶师范学院,江西上饶市,普通本科;师范类;公办,http://zsjy.sru.edu.cn/;http://www.sru.edu.cn/,NULL
153,重庆理工大学,重庆巴南区,普通本科;理工类;公办,https://zs.cqut.edu.cn/;http://www.cqut.edu.cn,NULL
154,辽东学院,辽宁丹东市,普通本科;综合类;公办,http://www.elnu.edu.cn/zsw/;http://www.elnu.edu.cn/,NULL
155,赣南师范大学,江西赣州市,普通本科;师范类;公办,https://zs.gnnu.edu.cn/;https://www.gnnu.edu.cn/,NULL
156,江西科技师范大学,江西南昌市,普通本科;师范类;公办,http://zsjy.jxstnu.edu.cn;http://www.jxstnu.edu.cn/,NULL
157,长江师范学院,重庆涪陵区,普通本科;师范类;公办,https://zsb.yznu.edu.cn/;https://www.yznu.edu.cn/,NULL
158,宜春学院,江西宜春市,普通本科;综合类;公办,http://zsw.jxycu.edu.cn/zsw/;https://www.jxycu.edu.cn/,NULL
159,四川外国语大学,重庆沙坪坝区,普通本科;语言类;公办,http://zs.sisu.edu.cn/;http://www.sisu.edu.cn,NULL
160,九江学院,江西九江市,普通本科;综合类;公办,https://zs.jju.edu.cn/;http://www.jju.edu.cn,NULL
161,赣南医学院,江西赣州市,普通本科;医药类;公办,http://zs.gmu.cn/;https://gmu.cn,NULL
162,四川美术学院,重庆沙坪坝区,普通本科;艺术类;公办;八大美院;30所独立,https://www.scfai.edu.cn/zhaosheng.htm;http://www.scfai.edu.cn,NULL
163,井冈山大学,江西吉安市,普通本科;综合类;公办,http://zs.jgsu.edu.cn;http://www.jgsu.edu.cn/,NULL
164,重庆三峡学院,重庆万州区,普通本科;综合类;公办,http://zsb.sanxiau.edu.cn/;http://www.sanxiau.edu.cn/,NULL
165,石河子大学,新疆自治区直辖县级行政区划,普通本科;综合类;公办;211工程;双一流,http://zsb.shzu.edu.cn/;http://www.shzu.edu.cn/,NULL
166,鲁迅美术学院,辽宁沈阳市,普通本科;艺术类;公办;八大美院;30所独立,http://www.lumei.edu.cn/z_s.htm;http://www.lumei.edu.cn/,NULL
167,中国刑事警察学院,辽宁沈阳市,普通本科;政法类;公办,http://zsjy.cipuc.edu.cn/;http://www.cipuc.edu.cn/,NULL
168,沈阳医学院,辽宁沈阳市,普通本科;医药类;公办,http://zssy.symc.edu.cn/;https://www.symc.edu.cn,NULL
169,沈阳体育学院,辽宁沈阳市,普通本科;体育类;公办,http://zs.syty.edu.cn;http://www.syty.edu.cn/,NULL
170,鞍山师范学院,辽宁鞍山市,普通本科;师范类;公办,http://zsw.asnc.edu.cn/;http://www.asnc.edu.cn,NULL
171,辽宁中医药大学,辽宁沈阳市,普通本科;医药类;公办;省级示范,http://lnzyydxzs.bysjy.com.cn/recruit/index/index;http://www.lnutcm.edu.cn/,NULL
172,沈阳音乐学院,辽宁沈阳市,普通本科;艺术类;公办;30所独立,http://www.sycm.edu.cn/info.aspx?DWid=66;http://www.sycm.edu.cn/,NULL
173,锦州医科大学,辽宁锦州市,普通本科;医药类;公办,http://jzmuzs.university-hr.com/;http://www.jzmu.edu.cn/,NULL
174,大连民族大学,辽宁大连市,普通本科;民族类;公办,https://zs.dlnu.edu.cn/;https://new.dlnu.edu.cn/,NULL
175,沈阳航空航天大学,辽宁沈阳市,普通本科;理工类;公办,http://zs.sau.edu.cn/;https://www.sau.edu.cn/,NULL
176,大连海洋大学,辽宁大连市,普通本科;农林类;公办,http://bkzsw.dlou.edu.cn/;http://www.dlou.edu.cn/,NULL
177,大连工业大学,辽宁大连市,普通本科;理工类;公办,http://zsb.dep.dlpu.edu.cn/;http://3g.dlpu.edu.cn,NULL
178,沈阳建筑大学,辽宁沈阳市,普通本科;理工类;公办,http://111.117.146.136/Portal/Default.aspx;http://www.sjzu.edu.cn/,NULL
179,辽宁工业大学,辽宁锦州市,普通本科;理工类;公办,https://zjc.lnut.edu.cn/index/zsw/index.htm;https://www.lnut.edu.cn/,NULL
180,渤海大学,辽宁锦州市,普通本科;综合类;公办,https://zsxx.bhu.edu.cn/?pageId=55965&wfwfid=138779&websiteId=43901;http://www.bhu.edu.cn/,NULL
181,沈阳化工大学,辽宁沈阳市,普通本科;理工类;公办,http://zhaosheng.syuct.edu.cn;http://www.syuct.edu.cn/,NULL
182,大连外国语大学,辽宁大连市,普通本科;语言类;公办,http://zsb.dlufl.edu.cn;http://www.dlufl.edu.cn/,NULL
183,沈阳理工大学,辽宁沈阳市,普通本科;理工类;公办,http://zs.sylu.edu.cn/;http://www.sylu.edu.cn/,NULL
184,大连大学,辽宁大连市,普通本科;综合类;公办,https://zsw.dlu.edu.cn/;http://www.dlu.edu.cn/,NULL
185,大连医科大学,辽宁大连市,普通本科;医药类;公办,http://recruit.dmu.edu.cn/;http://www.dmu.edu.cn/,NULL
186,大连交通大学,辽宁大连市,普通本科;理工类;公办,http://recruit.djtu.edu.cn/;http://www.djtu.edu.cn/,NULL
187,沈阳师范大学,辽宁沈阳市,普通本科;师范类;公办,http://zs.synu.edu.cn;http://www.synu.edu.cn/,NULL
188,辽宁科技大学,辽宁鞍山市,普通本科;理工类;公办,http://zsjy.ustl.edu.cn/index.htm;http://www.ustl.edu.cn,NULL
189,辽宁石油化工大学,辽宁抚顺市,普通本科;理工类;公办,http://zhaosheng.lnpu.edu.cn/;http://www.lnpu.edu.cn,NULL
190,沈阳大学,辽宁沈阳市,普通本科;综合类;公办,https://zsjy.syu.edu.cn/zsxxw.htm;http://www.syu.edu.cn/,NULL
191,辽宁师范大学,辽宁大连市,普通本科;师范类;公办,http://zsb.lnnu.edu.cn/;http://www.lnnu.edu.cn/,NULL
192,沈阳药科大学,辽宁沈阳市,普通本科;医药类;公办,http://zs.syphu.edu.cn/;http://www.syphu.edu.cn/,NULL
193,沈阳工业大学,辽宁沈阳市,普通本科;理工类;公办,http://zsxxw.sut.edu.cn/;https://www.sut.edu.cn/,NULL
194,沈阳农业大学,辽宁沈阳市,普通本科;农林类;公办,http://zs.syau.edu.cn;http://www.syau.edu.cn/,NULL
195,东北财经大学,辽宁大连市,普通本科;财经类;公办,https://zs.dufe.edu.cn/static/front/dufe/basic/html_cms/;http://www.dufe.edu.cn/,NULL
196,中国医科大学,辽宁沈阳市,普通本科;医药类;公办,http://www.cmu.edu.cn/bkzs/;http://www.cmu.edu.cn/,NULL
197,西南民族大学,四川成都市,普通本科;民族类;公办,http://zs.swun.edu.cn;http://www.swun.edu.cn/,NULL
