"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm02000004","外交部网站","http://www.fmprc.gov.cn/;http://www.mfa.gov.cn/","外交部办公厅","正常"
"2","bm02000008","中国领事服务网","http://cs.mfa.gov.cn/","中华人民共和国外交部领事司","正常"
