"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm42000001","中央政府采购网","www.zycg.gov.cn","国家机关事务管理局","正常"
"2","bm42000002","正版软件采购网","http://www.zbrjcg.gov.cn","国家机关事务管理局","正常"
"3","bm42000003","国家机关事务管理局（全国机关事务网）","http://www.ggj.gov.cn/","国家机关事务管理局办公室","正常"
