"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm04000007","国家发展改革委门户网站","http://www.ndrc.gov.cn","国家发展改革委办公厅","正常"
"2","bm04000008","全国公共资源交易平台","http://www.ggzy.gov.cn/","国家发展和改革委员会办公厅","正常"
"3","bm04000009","信用中国","http://www.creditchina.gov.cn/","国家公共信用信息中心","正常"
"4","bm04000010","全国投资项目在线审批监管平台互联网网站","http://www.tzxm.gov.cn","国家发展改革委","正常"
