"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm05000001","教育部政府门户网站","http://www.moe.gov.cn","教育部办公厅","正常"
"2","bm05000002","教育部中国大学生在线","https://dxs.moe.gov.cn","教育部思想政治工作司","正常"
"3","bm05000005","中华人民共和国教育部教育涉外监管信息网","http://jsj.moe.gov.cn/","教育部国际合作与交流司（港澳台事务办公室）","正常"
"4","bm05000011","教育部全国青少年普法网","http://qspfw.moe.gov.cn/index.html","教育部政策法规司","正常"
