"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm09000001","公安部举报中心","http://www.12389.gov.cn/","公安部警务督察局","例外"
"2","bm09000011","网络违法犯罪举报网站","http://cyberpolice.mps.gov.cn/","公安部网络安全保卫局","正常"
"3","bm09000013","中华人民共和国公安部","http://www.mps.gov.cn","公安部办公厅","正常"
"4","bm09000026","全国公安机关互联网安全管理服务平台","http://www.beian.gov.cn","公安部十一局","正常"
"5","bm09000027","公安部互联网交通安全综合服务管理平台","http://www.122.gov.cn","公安部交管局","正常"
