"序号","网站标识码","网站名称","首页网址","网站主管单位","网站状态"
"1","bm63000001","国家航天局","www.cnsa.gov.cn","国家航天局","正常"
"2","bm63000002","国家原子能机构政府门户网站；国家原子能机构政府网站；国家原子能机构网站","www.caea.gov.cn","国家原子能机构","正常"
"3","bm63000003","国家国防科技工业局","www.sastind.gov.cn","国家国防科技工业局","正常"
